sep=;
ACCELEROMETER X (m/s²);ACCELEROMETER Y (m/s²);ACCELEROMETER Z (m/s²);LIGHT (lux);MAGNETIC FIELD X (μT);MAGNETIC FIELD Y (μT);MAGNETIC FIELD Z (μT);ORIENTATION X (°);ORIENTATION Y (°);ORIENTATION Z (°);SOUND LEVEL (dB);LOCATION Latitude : ;LOCATION Longitude : ;LOCATION Altitude ( m);LOCATION Speed ( Kmh);LOCATION Accuracy ( m);Satellites in range;Temperature (F);Level (%);Voltage (Volt);Time since start in ms ;YYYY-MO-DD HH-MI-SS_SSS
0.5746;1.5323;9.347;3034.6123;19.7;-19.9;-29.4;231.37;-2.77;-7.05;62.745;19.51902;-96.91553;4329.13;0.0;25.806452;17 / 18;87.1;23.0;3.628;571528;2014-11-09 13:48:59:500
0.7278;1.0726;9.232;3008.2559;18.7;-20.6;-30.4;230.45;-6.61;-4.51;70.368;19.51902;-96.91553;4329.13;0.0;25.806452;17 / 18;87.1;23.0;3.628;572028;2014-11-09 13:49:00:000
1.3408;3.5243;9.232;3545.2715;19.4;-22.1;-28.1;237.28;-15.85;-6.42;72.242;19.51902;-96.91553;4329.13;0.0;25.806452;17 / 18;87.1;23.0;3.628;572529;2014-11-09 13:49:00:501
-0.5363;4.0989;9.73;3413.4883;25.8;-19.2;-27.6;251.64;-19.36;-1.57;74.378;19.51902;-96.91553;4329.13;0.0;25.806452;17 / 18;87.1;23.0;3.628;573029;2014-11-09 13:49:01:001
-2.9113;7.0868;5.5545;3656.628;32.4;-19.7;-6.8;258.84;-36.32;21.23;66.231;19.519009;-96.91552;4328.88;1.07;38.709675;17 / 17;87.1;23.0;3.628;573529;2014-11-09 13:49:01:501
-6.0525;5.8993;3.486;3434.5735;38.1;-2.7;-2.7;320.6;-40.18;60.06;60.286;19.519009;-96.91552;4328.88;1.07;38.709675;17 / 17;87.1;23.0;3.628;574029;2014-11-09 13:49:02:001
-3.5243;8.3127;1.5706;3287.6357;36.7;-12.3;3.6;323.54;-56.79;70.82;73.519;19.519005;-96.91552;4328.83;0.0;38.709675;17 / 17;87.1;23.0;3.628;574529;2014-11-09 13:49:02:501
-0.5746;9.0788;0.2298;1344.762;21.3;-26.4;12.9;302.93;-86.1;68.2;68.907;19.519005;-96.91552;4328.83;0.0;38.709675;17 / 17;87.1;23.0;3.628;575029;2014-11-09 13:49:03:001
-0.1149;9.5385;0.6895;883.3334;20.9;-27.8;12.6;253.97;-86.38;19.65;67.287;19.519005;-96.91552;4328.83;0.0;38.709675;17 / 17;87.1;23.0;3.628;575530;2014-11-09 13:49:03:502
-0.2682;9.3853;0.8045;931.5476;20.2;-28.2;13.2;249.78;-84.84;18.43;68.063;19.519005;-96.91552;4328.83;0.0;38.709675;17 / 17;87.1;23.0;3.628;576030;2014-11-09 13:49:04:002
0.2298;9.3087;0.6895;878.5714;19.6;-28.4;13.2;215.57;-85.54;-18.43;69.411;19.518995;-96.91552;4328.62;0.0;25.806452;17 / 17;87.1;23.0;3.628;576531;2014-11-09 13:49:04:503
-1.992;9.7683;1.1875;680.9524;20.1;-28.0;13.9;278.36;-76.64;59.2;70.667;19.518995;-96.91552;4328.62;0.0;25.806452;17 / 17;87.1;23.0;3.628;577031;2014-11-09 13:49:05:003
-1.3791;9.4236;1.0343;580.3572;20.1;-27.4;14.5;278.75;-81.4;55.01;65.456;19.518995;-96.91552;4328.62;0.0;25.806452;17 / 18;87.1;23.0;3.628;577531;2014-11-09 13:49:05:503
-1.7238;9.232;0.9194;540.4762;20.7;-26.6;14.9;283.69;-78.05;61.93;64.448;19.518995;-96.91552;4328.62;0.0;25.806452;17 / 18;87.1;23.0;3.628;578031;2014-11-09 13:49:06:003
-1.7238;9.347;0.9577;516.0714;20.7;-26.6;14.5;273.54;-79.45;50.36;63.702;19.518991;-96.91553;4328.36;0.0;38.709675;17 / 18;87.1;23.0;3.628;578531;2014-11-09 13:49:06:503
0.8811;9.0405;0.2298;444.6429;16.8;-27.2;15.2;155.89;-84.25;-75.38;71.115;19.518991;-96.91553;4328.36;0.0;38.709675;17 / 18;87.1;23.0;3.628;579032;2014-11-09 13:49:07:004
0.4214;9.4236;0.6895;516.0714;15.5;-28.0;16.1;186.47;-83.68;-37.69;61.38;19.518991;-96.91553;4328.36;0.0;38.709675;17 / 18;87.1;23.0;3.628;579532;2014-11-09 13:49:07:504
0.3065;9.4236;0.3831;507.7381;14.5;-28.6;16.8;182.59;-87.02;-38.66;66.112;19.518991;-96.91553;4328.36;0.0;38.709675;17 / 18;87.1;23.0;3.628;580032;2014-11-09 13:49:08:004
0.3448;9.4236;0.5363;518.4524;14.5;-28.8;16.8;189.11;-86.45;-31.61;64.504;19.518991;-96.91553;4328.36;0.0;38.709675;17 / 18;87.1;23.0;3.628;580532;2014-11-09 13:49:08:504
0.4214;9.3853;0.4597;520.2381;14.5;-28.8;17.0;179.0;-86.2;-42.51;60.96;19.518991;-96.91553;4328.36;0.0;38.709675;17 / 18;87.1;23.0;3.628;581032;2014-11-09 13:49:09:004
0.7278;9.3087;0.5746;523.8095;14.3;-28.8;17.2;181.2;-85.86;-38.16;69.811;19.518988;-96.915535;4328.05;0.0;38.709675;17 / 17;87.1;23.0;3.628;581532;2014-11-09 13:49:09:504
-1.6089;9.232;0.4214;142.8409;18.4;-28.4;16.4;276.78;-80.59;59.53;74.272;19.518988;-96.915535;4328.05;0.0;38.709675;17 / 17;87.1;23.0;3.628;582032;2014-11-09 13:49:10:004
-1.4174;9.2703;1.2258;143.8637;22.2;-27.5;14.6;279.88;-79.58;54.9;63.614;19.518988;-96.915535;4328.05;0.0;38.709675;17 / 17;87.1;23.0;3.628;582532;2014-11-09 13:49:10:504
-1.8387;9.3087;1.1492;146.9318;22.3;-26.7;12.7;275.7;-78.25;49.03;62.833;19.518988;-96.915535;4328.05;0.0;38.709675;17 / 17;87.1;23.0;3.628;583032;2014-11-09 13:49:11:004
-0.8428;9.9599;0.7278;146.5909;22.2;-26.7;12.3;283.6;-81.97;50.83;61.143;19.518988;-96.915535;4328.05;0.0;38.709675;17 / 18;87.1;23.0;3.628;583532;2014-11-09 13:49:11:504
0.8045;9.3853;1.5323;554.7619;15.4;-29.5;13.8;195.57;-79.55;-27.7;64.94;19.518988;-96.915535;4328.05;0.0;38.709675;17 / 18;87.1;23.0;3.628;584032;2014-11-09 13:49:12:004
0.1915;9.3087;1.3024;561.9048;15.2;-30.1;14.4;204.28;-81.7;-17.93;66.902;19.518988;-96.915535;4328.05;0.0;38.709675;17 / 18;87.1;23.0;3.628;584532;2014-11-09 13:49:12:504
0.3831;9.347;1.3791;561.9048;14.6;-30.3;14.6;204.6;-81.29;-15.52;68.107;19.518988;-96.915535;4328.05;0.0;38.709675;17 / 18;87.1;23.0;3.628;585033;2014-11-09 13:49:13:005
0.3448;9.3087;1.3408;566.0714;14.8;-30.3;14.6;205.65;-81.54;-14.42;65.29;19.518995;-96.915535;4327.39;0.0;38.709675;17 / 18;87.1;23.0;3.628;585533;2014-11-09 13:49:13:505
0.1915;9.3087;1.3791;565.4762;15.2;-30.3;14.2;212.64;-81.49;-7.91;66.875;19.518995;-96.915535;4327.39;0.0;38.709675;17 / 18;87.1;23.0;3.628;586033;2014-11-09 13:49:14:005
0.1532;9.347;1.3791;562.5;15.4;-30.1;14.0;215.4;-81.81;-4.9;71.423;19.518995;-96.915535;4327.39;0.0;38.709675;17 / 17;87.1;23.0;3.628;586534;2014-11-09 13:49:14:506
0.1915;9.347;1.3024;560.119;15.4;-30.1;14.2;212.55;-81.98;-8.37;75.635;19.518995;-96.915535;4327.39;0.0;38.709675;17 / 17;87.1;23.0;3.628;587034;2014-11-09 13:49:15:006
0.1915;9.3087;1.4174;560.7143;15.6;-30.1;14.2;214.36;-81.72;-8.13;67.543;19.519;-96.91554;4326.86;0.0;25.806452;17 / 17;87.1;23.0;3.628;587534;2014-11-09 13:49:15:506
0.2298;9.1937;1.4557;562.5;15.6;-30.3;14.2;213.13;-80.89;-8.97;62.072;19.519;-96.91554;4326.86;0.0;25.806452;17 / 17;87.1;23.0;3.628;588034;2014-11-09 13:49:16:006
0.1149;9.232;1.9537;605.9524;15.8;-30.5;13.3;216.41;-77.24;-4.09;63.116;19.519003;-96.91556;4323.71;1.5;25.806452;17 / 17;87.1;23.0;3.628;588534;2014-11-09 13:49:16:506
0.0;9.3087;2.0303;764.881;16.2;-30.9;11.8;221.12;-77.7;0.0;70.161;19.519003;-96.91556;4323.71;1.5;25.806452;17 / 17;87.1;23.0;3.628;589034;2014-11-09 13:49:17:006
-0.0383;9.2703;2.375;492.2619;16.4;-30.9;11.6;224.15;-79.04;2.44;74.719;19.519007;-96.91556;4323.39;0.0;19.35484;17 / 18;86.7;22.0;3.642;589534;2014-11-09 13:49:17:506
-0.0383;9.1171;1.9537;492.2619;16.6;-31.3;11.2;225.48;-77.9;1.12;75.801;19.519007;-96.91556;4323.39;0.0;19.35484;17 / 18;86.7;22.0;3.642;590036;2014-11-09 13:49:18:008
-0.0766;9.232;2.1835;513.0952;16.8;-31.3;11.0;224.11;-77.32;0.0;72.885;19.51901;-96.915565;4323.07;0.0;19.35484;17 / 17;86.7;22.0;3.642;590536;2014-11-09 13:49:18:508
0.0;9.0788;2.1835;505.3572;17.2;-31.3;10.8;223.45;-76.48;0.0;65.999;19.51901;-96.915565;4323.07;0.0;19.35484;17 / 17;86.7;22.0;3.642;591037;2014-11-09 13:49:19:009
-0.0766;9.1171;2.2601;1396.4286;17.0;-31.3;10.8;225.58;-76.28;2.91;67.825;19.51901;-96.915565;4323.07;0.0;19.35484;17 / 17;86.7;22.0;3.642;591537;2014-11-09 13:49:19:509
-0.1149;9.1171;2.1835;1385.0;16.8;-31.3;10.8;225.85;-76.51;3.01;67.273;19.51901;-96.915565;4323.07;0.0;19.35484;17 / 17;86.7;22.0;3.642;592037;2014-11-09 13:49:20:009
0.0;9.1937;2.0686;1380.9524;16.6;-31.3;11.0;225.11;-77.49;1.08;69.258;19.519016;-96.915565;4322.43;0.0;77.41935;17 / 18;86.7;22.0;3.642;592538;2014-11-09 13:49:20:510
0.0;9.2703;2.0686;1379.0476;16.6;-31.1;11.4;224.19;-77.42;0.0;68.422;19.519016;-96.915565;4322.43;0.0;77.41935;17 / 18;86.7;22.0;3.642;593038;2014-11-09 13:49:21:010
-0.0383;9.1937;2.0303;1377.1428;16.6;-31.1;11.4;224.29;-77.55;0.0;70.379;19.519016;-96.915565;4322.43;0.0;77.41935;17 / 18;86.7;22.0;3.642;593538;2014-11-09 13:49:21:510
0.0;9.347;2.1452;1385.0;16.6;-31.1;11.2;223.95;-77.11;0.0;72.254;19.519016;-96.915565;4322.43;0.0;77.41935;17 / 18;86.7;22.0;3.642;594038;2014-11-09 13:49:22:010
0.0;9.0788;2.3367;1392.619;16.8;-31.1;11.2;224.95;-76.41;1.97;73.88;19.519016;-96.915565;4322.43;0.0;77.41935;17 / 18;86.7;22.0;3.642;594539;2014-11-09 13:49:22:511
-4.2138;8.5042;2.0303;945.8334;31.4;-20.4;7.2;290.02;-69.13;46.94;69.598;19.519016;-96.915565;4322.43;0.0;77.41935;17 / 18;86.7;22.0;3.642;595039;2014-11-09 13:49:23:011
-4.5203;8.3893;1.2641;491.6667;32.2;-17.7;8.2;307.56;-60.69;68.73;64.989;19.519016;-96.915565;4322.43;0.0;77.41935;17 / 18;86.7;22.0;3.642;595539;2014-11-09 13:49:23:511
-4.8267;8.1211;1.8387;544.0476;31.7;-17.7;10.6;299.51;-57.54;69.15;62.495;19.519016;-96.915565;4322.43;0.0;77.41935;17 / 18;86.7;22.0;3.642;596039;2014-11-09 13:49:24:011
-5.0949;7.7764;1.7621;589.881;31.3;-17.5;10.8;298.6;-56.07;69.73;70.685;19.519016;-96.91556;4314.39;0.0;38.709675;17 / 18;86.7;22.0;3.642;596539;2014-11-09 13:49:24:511
-4.9416;7.9296;2.3367;557.1428;31.7;-16.3;10.8;294.7;-55.42;64.69;69.443;19.519016;-96.91556;4314.39;0.0;38.709675;17 / 18;86.7;22.0;3.642;597039;2014-11-09 13:49:25:011
-5.1332;7.7381;2.1452;583.3334;32.6;-15.7;9.4;300.86;-54.29;67.32;67.264;19.519016;-96.91556;4314.39;0.0;38.709675;17 / 18;86.7;22.0;3.642;597540;2014-11-09 13:49:25:512
-5.1332;7.5848;1.8771;642.8572;33.2;-15.1;9.1;305.03;-54.22;69.91;71.443;19.519016;-96.91556;4314.39;0.0;38.709675;17 / 18;86.7;22.0;3.642;598040;2014-11-09 13:49:26:012
-5.1715;7.6998;1.8004;679.7619;33.2;-14.9;9.3;305.78;-54.03;70.69;72.911;19.519016;-96.91555;4314.38;0.0;51.612904;17 / 17;86.7;22.0;3.642;598540;2014-11-09 13:49:26:512
-4.9416;8.3893;2.1452;554.1667;31.1;-15.4;13.5;293.84;-57.29;66.53;68.269;19.519016;-96.91555;4314.38;0.0;51.612904;17 / 17;86.7;22.0;3.642;599040;2014-11-09 13:49:27:012
-5.4779;7.2784;-0.3065;304.7619;10.1;-24.4;24.4;261.56;-56.37;94.47;68.433;19.519016;-96.91555;4314.38;0.0;51.612904;16 / 17;86.7;22.0;3.642;599549;2014-11-09 13:49:27:521
-6.4739;6.9719;-0.6512;332.1429;7.3;-28.1;22.4;239.66;-46.98;95.74;74.439;19.519016;-96.91555;4314.38;0.0;51.612904;16 / 17;86.7;22.0;3.642;600049;2014-11-09 13:49:28:021
-6.0525;7.1251;0.0766;349.4048;7.0;-28.2;22.2;239.64;-48.94;91.06;74.975;19.519012;-96.91554;4314.5;0.0;25.806452;16 / 17;86.7;22.0;3.642;600550;2014-11-09 13:49:28:522
-5.8227;7.5465;0.4597;361.3095;8.4;-28.9;21.4;239.41;-52.26;85.49;74.614;19.519012;-96.91554;4314.5;0.0;25.806452;16 / 17;86.7;22.0;3.642;601051;2014-11-09 13:49:29:023
-5.7078;7.1635;0.1149;309.5238;8.9;-28.2;21.8;245.84;-54.2;86.82;65.131;19.519012;-96.91554;4314.5;0.0;25.806452;16 / 16;86.7;22.0;3.642;601551;2014-11-09 13:49:29:523
-6.3207;6.8187;-1.1875;288.6905;10.8;-25.4;25.1;254.77;-46.75;99.52;71.905;19.519012;-96.91554;4314.5;0.0;25.806452;16 / 16;86.7;22.0;3.642;602051;2014-11-09 13:49:30:023
-6.3973;6.8187;-1.1109;296.4286;10.8;-25.2;26.2;256.19;-48.81;96.42;60.842;19.519012;-96.91554;4314.5;0.0;25.806452;16 / 17;86.7;22.0;3.642;602552;2014-11-09 13:49:30:524
-6.0525;7.1251;-1.3024;149.6591;9.3;-26.0;27.7;256.27;-48.91;101.38;76.999;19.519012;-96.91554;4314.5;0.0;25.806452;16 / 17;86.7;22.0;3.642;603052;2014-11-09 13:49:31:024
-6.1292;7.1635;-1.2258;148.2955;8.9;-25.8;28.1;257.79;-49.62;102.65;74.059;19.519005;-96.91554;4314.54;0.0;38.709675;16 / 16;86.7;22.0;3.642;603553;2014-11-09 13:49:31:525
-6.1675;6.9336;-1.6089;147.9546;8.4;-25.6;28.5;259.03;-50.23;104.65;69.939;19.519005;-96.91554;4314.54;0.0;38.709675;16 / 16;86.7;22.0;3.642;604053;2014-11-09 13:49:32:025
-6.0142;7.3167;-1.494;148.6364;8.2;-26.0;28.5;255.56;-47.73;103.28;66.895;19.519005;-96.91554;4314.54;0.0;38.709675;16 / 16;86.7;22.0;3.642;604553;2014-11-09 13:49:32:525
-5.8993;7.2401;-0.2682;283.9286;9.5;-26.2;27.9;254.35;-50.8;92.6;62.692;19.519005;-96.91554;4314.54;0.0;38.709675;16 / 16;86.7;22.0;3.642;605053;2014-11-09 13:49:33:025
-5.7844;7.2401;-0.2682;289.881;12.4;-26.0;27.1;255.27;-50.87;90.0;74.589;19.518997;-96.915535;4314.53;0.0;38.709675;16 / 16;86.7;22.0;3.642;605553;2014-11-09 13:49:33:525
-5.7461;7.3933;-0.6129;283.3333;13.1;-24.8;27.1;263.38;-51.99;96.09;74.646;19.518997;-96.915535;4314.53;0.0;38.709675;16 / 16;86.7;22.0;3.642;606053;2014-11-09 13:49:34:025
-5.4013;7.6231;-0.6129;147.9546;12.9;-24.2;27.8;269.38;-53.98;98.75;69.838;19.518997;-96.915535;4314.53;0.0;38.709675;16 / 16;86.7;22.0;3.642;606554;2014-11-09 13:49:34:526
-5.2864;7.7764;-0.3831;285.7143;12.4;-24.2;28.2;265.87;-55.72;94.14;60.394;19.518997;-96.915535;4314.53;0.0;38.709675;16 / 16;86.7;22.0;3.642;607054;2014-11-09 13:49:35:026
-5.5929;7.2784;-0.4214;312.5;13.2;-24.8;27.4;257.5;-51.7;87.87;70.639;19.518993;-96.915535;4314.55;0.0;38.709675;16 / 16;86.7;22.0;3.642;607554;2014-11-09 13:49:35:526
-5.7078;7.5082;-0.1915;299.4048;14.0;-24.8;27.0;262.95;-52.74;91.92;70.339;19.518993;-96.915535;4314.55;0.0;38.709675;16 / 16;86.7;22.0;3.642;608054;2014-11-09 13:49:36:026
-5.861;7.0868;0.498;334.5238;14.5;-24.4;27.0;257.26;-49.67;83.66;71.222;19.518993;-96.915535;4314.55;0.0;38.709675;16 / 17;86.7;22.0;3.642;608554;2014-11-09 13:49:36:526
-6.2441;7.1251;0.9194;376.7857;15.4;-25.4;25.3;253.07;-48.47;81.62;76.231;19.518993;-96.915535;4314.55;0.0;38.709675;16 / 17;86.7;22.0;3.642;609054;2014-11-09 13:49:37:026
-6.0908;7.0868;0.4597;345.2381;15.6;-25.6;24.7;255.57;-49.88;83.19;70.771;19.518988;-96.915535;4314.58;0.0;38.709675;16 / 17;86.7;22.0;3.642;609555;2014-11-09 13:49:37:527
-6.1675;7.2784;0.2298;325.0;16.0;-24.6;25.5;259.95;-49.7;87.87;69.523;19.518988;-96.915535;4314.58;0.0;38.709675;16 / 17;86.7;22.0;3.642;610055;2014-11-09 13:49:38:027
-6.0525;7.0868;0.2298;329.1667;16.2;-24.2;25.9;260.43;-49.07;87.53;70.528;19.518988;-96.915535;4314.58;0.0;38.709675;16 / 17;86.7;22.0;3.642;610555;2014-11-09 13:49:38:527
-6.857;7.0102;1.1875;345.8333;17.0;-24.0;25.7;256.01;-43.67;86.56;69.194;19.518988;-96.915535;4314.58;0.0;38.709675;16 / 17;86.7;22.0;3.642;611055;2014-11-09 13:49:39:027
-6.8953;6.1675;1.992;432.7381;21.7;-23.6;24.4;257.92;-43.41;78.26;69.49;19.51898;-96.91553;4315.15;1.13;25.806452;16 / 17;86.7;22.0;3.642;611555;2014-11-09 13:49:39:527
-6.9336;6.0908;0.3448;408.9286;24.8;-16.2;23.6;274.86;-42.12;81.48;69.477;19.51898;-96.91553;4315.15;1.13;25.806452;16 / 17;86.7;22.0;3.642;612055;2014-11-09 13:49:40:027
-7.2018;6.359;-0.5746;507.7381;26.3;-12.9;24.2;295.34;-40.66;98.96;61.61;19.51898;-96.91553;4315.15;1.13;25.806452;16 / 17;86.7;22.0;3.642;612555;2014-11-09 13:49:40:527
-6.3207;5.4779;1.3791;582.7381;27.4;-13.3;23.6;282.17;-42.42;81.39;62.373;19.51898;-96.91553;4315.15;1.13;25.806452;16 / 17;86.7;22.0;3.642;613055;2014-11-09 13:49:41:027
-7.2401;6.0908;1.6472;508.3334;27.6;-14.9;22.7;275.77;-40.75;76.55;63.258;19.51898;-96.91553;4315.15;1.13;25.806452;16 / 17;86.7;22.0;3.642;613555;2014-11-09 13:49:41:527
-7.355;5.4396;-0.7278;351.7857;21.7;-18.4;24.4;269.65;-39.15;89.71;65.223;19.51898;-96.91553;4315.15;1.13;25.806452;16 / 17;86.7;22.0;3.642;614055;2014-11-09 13:49:42:027
-7.853;5.363;0.1149;484.5238;11.3;-32.3;21.8;231.41;-39.42;92.16;65.963;19.51898;-96.91553;4315.15;1.13;25.806452;16 / 17;86.7;22.0;3.642;614555;2014-11-09 13:49:42:527
-7.5848;4.0223;3.6009;732.7381;10.9;-36.4;-8.0;174.63;-25.6;64.6;75.274;19.51898;-96.91553;4315.15;1.13;25.806452;16 / 17;86.7;22.0;3.642;615055;2014-11-09 13:49:43:027
-6.5122;4.4819;3.6775;921.4286;9.1;-35.9;-16.7;157.68;-25.49;60.95;70.719;19.518984;-96.91553;4315.76;0.0;25.806452;16 / 17;86.7;22.0;3.642;615555;2014-11-09 13:49:43:527
-8.1594;4.865;1.9154;841.0714;9.5;-30.4;-21.8;134.09;-30.13;76.79;66.021;19.518984;-96.91553;4315.76;0.0;25.806452;16 / 17;86.7;22.0;3.642;616055;2014-11-09 13:49:44:027
-3.0646;5.0949;7.6231;1390.4762;-9.1;-33.0;-17.0;148.36;-26.14;23.25;72.629;19.518984;-96.91553;4315.76;0.0;25.806452;16 / 16;86.7;22.0;3.642;616555;2014-11-09 13:49:44:527
-0.996;7.2401;6.7804;1367.8572;-21.5;-26.5;-16.8;108.71;-46.57;8.36;71.131;19.518984;-96.91553;4315.76;0.0;25.806452;16 / 16;86.7;22.0;3.642;617056;2014-11-09 13:49:45:028
-1.1109;6.9719;6.1675;926.1906;-21.9;-17.4;-25.2;79.3;-49.32;9.46;72.579;19.518984;-96.91553;4315.76;0.0;25.806452;16 / 17;86.7;22.0;3.642;617556;2014-11-09 13:49:45:528
-1.6855;6.1675;7.2018;883.3334;-17.0;-8.5;-36.0;60.82;-39.82;13.17;68.709;19.518984;-96.91553;4315.76;0.0;25.806452;16 / 17;86.7;22.0;3.642;618056;2014-11-09 13:49:46:028
-0.8428;5.5545;6.5505;969.643;-17.2;-7.7;-35.7;55.16;-41.57;9.36;69.349;19.518984;-96.91553;4315.76;0.0;25.806452;17 / 18;86.7;22.0;3.642;618556;2014-11-09 13:49:46:528
0.5746;3.4477;8.5808;416.0715;-25.4;-20.2;-22.3;112.61;-21.85;-3.83;68.056;19.518984;-96.91553;4315.76;0.0;25.806452;17 / 18;86.7;22.0;3.642;619057;2014-11-09 13:49:47:029
-0.5363;1.8771;8.1594;1478.0952;-22.5;-18.3;-27.4;116.52;-12.93;3.76;70.619;19.518986;-96.915535;4316.53;0.0;19.35484;16 / 18;86.7;22.0;3.642;619557;2014-11-09 13:49:47:529
-1.3408;0.6895;9.232;1394.2856;-19.1;-14.4;-32.9;109.59;-9.66;11.92;68.111;19.518986;-96.915535;4316.53;0.0;19.35484;16 / 18;86.7;22.0;3.642;620057;2014-11-09 13:49:48:029
-1.6472;0.3448;9.0788;1468.5714;-7.0;-21.7;-31.7;148.86;-2.14;10.28;69.645;19.518986;-96.915535;4316.53;0.0;19.35484;16 / 17;86.7;22.0;3.642;620557;2014-11-09 13:49:48:529
-1.7621;-0.498;9.3087;1455.238;1.9;-25.4;-30.5;174.62;9.45;9.13;70.617;19.518986;-96.915535;4316.53;0.0;19.35484;16 / 17;86.7;22.0;3.642;621057;2014-11-09 13:49:49:029
-2.7198;3.4477;9.347;2933.7983;14.9;-26.8;-18.8;207.93;-14.8;11.49;68.286;19.518984;-96.915535;4317.06;2.01;25.806452;16 / 17;86.7;22.0;3.642;621557;2014-11-09 13:49:49:529
-1.9537;3.9073;7.0485;1459.0476;8.5;-33.4;-10.9;194.0;-17.58;10.22;67.327;19.518984;-96.915535;4317.06;2.01;25.806452;16 / 17;86.7;22.0;3.642;622057;2014-11-09 13:49:50:029
0.2682;3.9456;7.8147;3123.566;18.7;-29.1;-11.5;225.17;-32.1;-8.82;74.524;19.518984;-96.915535;4317.06;2.01;25.806452;16 / 17;86.7;22.0;3.642;622557;2014-11-09 13:49:50:529
-0.996;5.4396;7.5465;3445.1165;21.9;-22.7;-16.5;244.79;-33.81;-1.69;74.081;19.518984;-96.915535;4317.06;2.01;25.806452;16 / 17;86.7;22.0;3.642;623057;2014-11-09 13:49:51:029
-5.2864;6.3207;4.3287;816.6667;23.6;-24.7;6.3;238.12;-41.74;26.85;71.812;19.518991;-96.91554;4317.32;0.0;25.806452;17 / 18;86.7;22.0;3.642;623557;2014-11-09 13:49:51:529
-6.1292;6.5888;3.2178;513.6905;19.9;-26.9;14.0;244.52;-45.96;64.51;72.94;19.518991;-96.91554;4317.32;0.0;25.806452;17 / 18;86.7;22.0;3.642;624058;2014-11-09 13:49:52:030
-2.4134;6.4356;4.7118;441.6667;6.3;-35.1;10.4;200.14;-52.6;25.2;75.108;19.518991;-96.91554;4317.32;0.0;25.806452;17 / 18;86.7;22.0;3.642;624558;2014-11-09 13:49:52:530
-1.0726;4.1755;8.351;883.9286;-1.3;-34.6;-13.9;172.81;-26.18;9.11;75.297;19.518991;-96.91554;4317.32;0.0;25.806452;17 / 18;86.7;22.0;3.642;625058;2014-11-09 13:49:53:030
-4.1372;0.8045;9.0405;912.5;-8.7;-29.9;-24.1;151.3;-15.01;9.17;75.488;19.518997;-96.91554;4317.42;0.0;19.35484;17 / 18;86.7;22.0;3.642;625559;2014-11-09 13:49:53:531
-4.1372;-2.5283;8.5042;1404.0476;-4.6;-18.9;-35.3;140.56;6.77;23.32;75.363;19.518997;-96.91554;4317.42;0.0;19.35484;17 / 18;86.7;22.0;3.642;626060;2014-11-09 13:49:54:032
-4.5586;-5.0949;7.7381;1436.1904;-3.2;-5.5;-43.2;131.98;24.09;26.57;68.773;19.518997;-96.91554;4317.42;0.0;19.35484;17 / 17;86.7;22.0;3.642;626560;2014-11-09 13:49:54:532
-4.9799;-5.7078;6.2824;1419.2856;0.1;0.7;-42.7;128.11;34.26;34.52;72.695;19.518997;-96.91554;4317.42;0.0;19.35484;17 / 17;86.7;22.0;3.642;627060;2014-11-09 13:49:55:032
-4.7884;-5.8993;6.2058;1402.1428;0.7;2.3;-43.3;126.59;36.7;37.92;74.598;19.519005;-96.91555;4317.42;0.0;25.806452;17 / 17;86.7;22.0;3.642;627560;2014-11-09 13:49:55:532
-4.7501;-6.0525;6.1675;1401.9048;0.7;3.1;-43.3;125.58;37.56;38.4;70.589;19.519005;-96.91555;4317.42;0.0;25.806452;17 / 17;86.7;22.0;3.642;628060;2014-11-09 13:49:56:032
-4.6352;-6.0142;6.2058;1409.5238;0.3;3.9;-43.5;124.93;37.83;36.76;68.353;19.519005;-96.91555;4317.42;0.0;25.806452;17 / 17;86.7;22.0;3.642;628560;2014-11-09 13:49:56:532
-4.6352;-6.0908;6.1675;1407.8572;0.3;3.9;-43.5;125.18;38.31;36.87;66.532;19.519005;-96.91555;4317.42;0.0;25.806452;17 / 17;86.7;22.0;3.642;629060;2014-11-09 13:49:57:032
-4.4819;-6.1292;6.3973;1409.5238;0.1;3.9;-43.5;127.0;38.12;35.02;69.33;19.519005;-96.91555;4317.42;0.0;25.806452;17 / 18;86.7;22.0;3.642;629560;2014-11-09 13:49:57:532
-4.7501;-5.9376;5.4396;1394.5238;-0.1;3.9;-43.5;121.6;38.59;40.63;70.219;19.519005;-96.91555;4317.42;0.0;25.806452;17 / 18;86.7;22.0;3.642;630060;2014-11-09 13:49:58:032
-4.7118;-6.2824;6.2824;1343.0952;-0.3;6.9;-43.3;121.84;38.66;36.87;68.102;19.519005;-96.91555;4317.42;0.0;25.806452;17 / 18;86.7;22.0;3.642;630560;2014-11-09 13:49:58:532
-4.5203;-4.5969;6.8187;1342.8572;-6.7;7.5;-43.1;105.28;30.73;36.82;66.557;19.519005;-96.91555;4317.42;0.0;25.806452;17 / 18;86.7;22.0;3.642;631060;2014-11-09 13:49:59:032
-4.7884;-3.6392;7.7764;1478.0952;-10.9;19.0;-39.6;75.85;20.55;27.37;67.269;19.519005;-96.91555;4317.42;0.0;25.806452;17 / 17;86.7;22.0;3.642;631560;2014-11-09 13:49:59:532
-6.7804;-2.49;6.0525;1461.1904;-10.1;17.7;-39.6;75.07;18.95;36.01;72.549;19.519005;-96.91555;4317.42;0.0;25.806452;17 / 17;86.7;22.0;3.642;632060;2014-11-09 13:50:00:032
